accent,word,yomi,english
ア/ツアゲ,厚揚げ,あつあげ,
ア/ツアツ,熱々,あつあつ,
ア/ツイ,厚い,あつい,
ア/ツ\イ,熱い,あつい,
ア/ツ\イ,暑い,あつい,
ア/ツカイ,扱い,あつかい,
ア/ツカウ,扱う,あつかう,
ア/ツガリ\,暑がり,あつがり,
ア/ツガ\ル,暑がる,あつがる,
ア/ツギ,厚着,あつぎ,
ア/ツゲ\ショウ,厚化粧,あつげしょう,
ア/ツサ,厚さ,あつさ,
ア\ツサ,熱さ,あつさ,
ア\ツサ,暑さ,あつさ,
ア/ツマ\リ,集まり,あつまり,
ア/ツマ\ル,集まる,あつまる,
ア/ツメ\ル,集める,あつめる,
ア/ツ\リョク,圧力,あつりょく,
ア/ツレキ,軋轢,あつれき,
ア/テ,当て,あて,
ア/テサキ,宛先,あてさき,
ア/テジ,当て字,あてじ,
ア/テズッポウ,当てずっぽう,あてずっぽう,
ア/テナ,宛名,あてな,
ア/テニゲ,当て逃げ,あてにげ,
ア/テハマ\ル,当て嵌まる,あてはまる,
ア/テハメ\ル,当て嵌める,あてはめる,
ア/テル,当てる,あてる,
ア\ト,後,あと,
ア\ト,跡,あと,
ア/ト\チ,跡地,あとち,
ア/ト\ツギ,跡継ぎ,あとつぎ,
ア/ト\トリ,跡取り,あととり,
ア/トバ\ライ,後払い,あとばらい,
ア/トマ\ワシ,後回し,あとまわし,
ア/トモ\ドリ,後戻り,あともどり,
ア/トラ\クション,アトラクション,あとらくしょん,attraction
ア/トリエ,アトリエ,あとりえ,atelier
ア/ドケナ\イ,あどけない,あどけない,
ア\ドバイス,アドバイス,あどばいす,advice
ア/ドリブ,アドリブ,あどりぶ,ad lib
ア/ドレス,アドレス,あどれす,address
ア/ドレスチョウ,アドレス帳,あどれすちょう,address
ア/ナ\,穴,あな,
ア/ナウ\ンサー,アナウンサー,あなうんさー,announcer
ア/ナゴ,穴子,あなご,
ア/ナ\タ,貴方,あなた,
ア/ナタガタ,貴方方,あなたがた,
ア/ナド\ル,侮る,あなどる,
ア/ナバ,穴場,あなば,
ア/ナログ,アナログ,あなろぐ,analog
ア\ニ,兄,あに,
ア\ニキ,兄貴,あにき,
ア/ニサン,兄さん,あにさん,
ア/ニデシ,兄弟子,あにでし,
ア\ニメ,アニメ,あにめ,anime
ア/ニヨメ,兄嫁,あによめ,
ア/ネ,姉,あね,
ア/ネキ,姉貴,あねき,
ア/ネゴ,姐御,あねご,
ア/ネゴ,姉御,あねご,
ア/ネサンニョ\ウボウ,姉さん女房,あねさんにょうぼう,
ア/ネ\ッタイ,亜熱帯,あねったい,
ア/ノ,あの,あの,
ア/ノカタ\,あの方,あのかた,
ア/ノト\キ,あの時,あのとき,
ア/ノネ,あのね,あのね,
ア/ノ\ヒト,あの人,あのひと,
ア/ノヨ,あの世,あのよ,
ア/バ\ク,暴く,あばく,
ア/バズレ,阿婆擦れ,あばずれ,
ア\バタ,痘痕,あばた,
ア/バタモエ\クボ,痘痕も笑窪,あばたもえくぼ,
ア\バ/ヨ,あばよ,あばよ,
ア/バラ,肋,あばら,
ア/バラボネ,肋骨,あばらぼね,
ア/バレル,暴れる,あばれる,
ア/パ\ート,アパート,あぱーと,apartment house
ア/ヒル,家鴨,あひる,
ア/ビセル,浴びせる,あびせる,
ア/ビル,浴びる,あびる,
ア/ピ\ール,アピール,あぴーる,appeal
ア/フターケ\ア,アフターケア,あふたーけあ,aftercare
ア/フターサ\ービス,アフターサービス,あふたーさーびす,after service
ア/フリカ,アフリカ,あふりか,Africa
ア/フレ\ル,溢れる,あふれる,
ア/ブナイ,危ない,あぶない,
ア/ブラ,油,あぶら,
ア/ブラア\セ,脂汗,あぶらあせ,
ア/ブライ\タメ,油炒め,あぶらいため,
ア/ブラ\エ,油絵,あぶらえ,
ア/ブラッコ\イ,脂っ濃い,あぶらっこい,
ア/ブ\ル,炙る,あぶる,
ア\プリ,アプリ,あぷり,application
ア/プリケ\ーション,アプリケーション,あぷりけーしょん,application
ア/プロ\ーチ,アプローチ,あぷろーち,approach
ア/ベ,安倍,あべ,
ア/ベ,阿部,あべ,
ア/ベコベ,あべこべ,あべこべ,
ア/ホ\,阿呆,あほ,
ア/ホ\ウ,阿呆,あほう,
ア/マイ,甘い,あまい,
ア/マエ,甘え,あまえ,
ア/マエル,甘える,あまえる,
ア/マエンボウ,甘えん坊,あまえんぼう,
ア/マオト,雨音,あまおと,
ア/マカラ\イ,甘辛い,あまからい,
ア/マガ\サ,雨傘,あまがさ,
ア/マガサキ,尼崎,あまがさき,
ア/マガサキ\シ,尼崎市,あまがさきし,
ア/マガ\ッパ,雨合羽,あまがっぱ,
ア/マ\グ,雨具,あまぐ,
ア/マ\グツ,雨靴,あまぐつ,
ア/マ\グリ,甘栗,あまぐり,
ア/マズッパ\イ,甘酸っぱい,あまずっぱい,
ア/マチュア,アマチュア,あまちゅあ,amateur
ア/マトウ,甘党,あまとう,
ア/マ\ド,雨戸,あまど,
ア/マノ\ガワ,天の川,あまのがわ,
ア/マノ\ジャク,天の邪鬼,あまのじゃく,
ア/マ\ミズ,雨水,あまみず,
ア/マ\モリ,雨漏り,あまもり,
ア/マヤカ\ス,甘やかす,あまやかす,
ア/マヤ\ドリ,雨宿り,あまやどり,
ア/マリ,余り,あまり,
ア/マリ\,余り,あまり,
ア/マリモノ\,余り物,あまりもの,
ア/マ\ル,余る,あまる,
ア/ミ\,網,あみ,
ア/ミダク\ジ,阿弥陀籤,あみだくじ,
ア/ミダナ,網棚,あみだな,
ア/ミ\ド,網戸,あみど,
ア/ミ\モノ,編み物,あみもの,
ア\ム,編む,あむ,
ア/ムステ\ルダム,アムステルダム,あむすてるだむ,Amsterdam
ア/メ,飴,あめ,
ア\メ,雨,あめ,
ア/メフト,アメフト,あめふと,American football
ア/メリカ,アメリカ,あめりか,America
ア/メリカガッシュ\ウコク,アメリカ合衆国,あめりかがっしゅうこく,America
ア/メリカ\ジン,アメリカ人,あめりかじん,
ア/メリカンフットボ\ール,アメリカンフットボール,あめりかんふっとぼーる,American football
ア/ヤウ\イ,危うい,あやうい,
ア/ヤシイ,怪しい,あやしい,
ア/ヤシ\ム,怪しむ,あやしむ,
ア/ヤツ\ル,操る,あやつる,
ア/ヤト\リ,綾取り,あやとり,
ア/ヤマ\チ,過ち,あやまち,
ア/ヤマリ\,誤り,あやまり,
ア/ヤマ\ル,謝る,あやまる,
ア\ユ,鮎,あゆ,
ア/ユタヤ,アユタヤ,あゆたや,อยุธยา
ア/ユ\ム,歩む,あゆむ,
ア/ラ\,粗,あら,
ア/ラ\イ,粗い,あらい,
ア/ライ,新井,あらい,
ア/ライ,荒井,あらい,
ア/ラ\イ,荒い,あらい,
ア/ライ\グマ,洗熊,あらいぐま,
ア/ライナガ\ス,洗い流す,あらいながす,
ア/ラウ,洗う,あらう,
ア/ラカジメ,予め,あらかじめ,
ア/ラカ\セギ,荒稼ぎ,あらかせぎ,
ア\ラキ,荒木,あらき,
ア/ラサー,アラサー,あらさー,around thirty
ア\ラシ,嵐,あらし,
ア/ラシ,荒らし,あらし,
ア/ラス,荒らす,あらす,
ア/ラスジ,粗筋,あらすじ,
ア/ラソイ,争い,あらそい,
ア/ラソ\ウ,争う,あらそう,
ア\ラタ,新た,あらた,
ア\ラタニ,新たに,あらたに,
ア/ラタマ\ル,改まる,あらたまる,
ア/ラタ\メテ,改めて,あらためて,
ア/ラタメ\ル,改める,あらためる,
ア/ラビア,アラビア,あらびあ,Arabia
ア/ラフィフ,アラフィフ,あらふぃふ,around fifty
ア/ラフォー,アラフォー,あらふぉー,around fourty
ア\ラブ,アラブ,あらぶ,Arab
ア/ラユ\ル,あらゆる,あらゆる,
ア/ラワ\ス,現す,あらわす,
ア/ラワ\ス,表す,あらわす,
ア/ラワレ\ル,現れる,あらわれる,
ア/ラ\ーム,アラーム,あらーむ,alarm
ア/リ,蟻,あり,
ア/リアマ\ル,有り余る,ありあまる,
ア/リアワセ,有り合わせ,ありあわせ,
ア/リウ\ル,あり得る,ありうる,
ア/リエ\ナイ,ありえない,ありえない,
ア\リカ,在処,ありか,
ア/リカタ,あり方,ありかた,
ア/リガタ\イ,有難い,ありがたい,
ア/リガタメ\イワク,有難迷惑,ありがためいわく,
ア/リガチ,有りがち,ありがち,
ア/リ\ガトウ,ありがとう,ありがとう,
ア/リガネ,有り金,ありがね,
ア/リクイ,蟻食い,ありくい,
ア/リクイ,アリクイ,ありくい,
ア/リサマ,有様,ありさま,
ア/リジ\ゴク,蟻地獄,ありじごく,
ア/リッタケ,有りったけ,ありったけ,
ア/リヅカ,蟻塚,ありづか,
ア/リノママ,有りのまま,ありのまま,
ア/リフ\レタ,ありふれた,ありふれた,
ア/リ\ムラ,有村,ありむら,
ア/リュウ,亜流,ありゅう,
ア/リュ\ウサン,亜硫酸,ありゅうさん,
ア/リヨウ,有り様,ありよう,
ア\ル,ある,ある,
ア/ル\イワ,あるいは,あるいは,
ア/ルキタ\バコ,歩き煙草,あるきたばこ,
ア/ル\ク,歩く,あるく,
ア/ルコール,アルコール,あるこーる,alcohol
ア/ルコールチュ\ウドク,アルコールちゅうどく,あるこーるちゅうどく,alcohol中毒
ア/ルゼ\ンチン,アルゼンチン,あるぜんちん,Argentine
ア/ルチュウ,アルちゅう,あるちゅう,alcohol中毒
ア/ルバ\イト,アルバイト,あるばいと,arbeit
ア/ルバム,アルバム,あるばむ,album
ア\ルヒ,ある日,あるひ,
ア/ルファベ\ット,アルファベット,あるふぁべっと,alphabet
ア\ルプス,アルプス,あるぷす,Alps
ア/ルミ,アルミ,あるみ,aluminium
ア/ルミニ\ウム,アルミニウム,あるみにうむ,aluminium
ア/ルミ\ハク,アルミ箔,あるみはく,aluminium
ア/ルミホ\イル,アルミホイル,あるみほいる,aluminium foil
ア/レ,あれ,あれ,
ア/レ\コレ,あれこれ,あれこれ,
ア/レチ,荒地,あれち,
ア/レホド,あれ程,あれほど,
ア/レル,荒れる,あれる,
ア/レ\ルギー,アレルギー,あれるぎー,allergie
ア/レ\ンジ,アレンジ,あれんじ,arrange
ア/ワ\,泡,あわ,
ア/ワ\イ,淡い,あわい,
ア/ワ\ス,合わす,あわす,
ア/ワセ\ル,合わせる,あわせる,
ア/ワダ\ツ,泡立つ,あわだつ,
ア/ワダテ\ル,泡立てる,あわだてる,
ア/ワテル,慌てる,あわてる,
ア\ワビ,鮑,あわび,
ア\ワレ,哀れ,あわれ,
ア/ワレ\ム,哀れむ,あわれむ,
ア\ン,案,あん,
ア\ンイ,安易,あんい,
ア\ンカー,アンカー,あんかー,anchor
ア\ンガイ,案外,あんがい,
ア/ンキ,暗記,あんき,
ア/ンキ\リョク,暗記力,あんきりょく,
ア\ングル,アングル,あんぐる,angle
ア\ンケート,アンケート,あんけーと,enquete
ア/ンコ\ール,アンコール,あんこーる,encore
ア/ンゴウ,暗号,あんごう,
ア/ンサツ,暗殺,あんさつ,
ア/ンザン,暗算,あんざん,
ア\ンザン,安産,あんざん,
ア/ンショウバ\ンゴウ,暗証番号,あんしょうばんごう,
ア/ンシン,安心,あんしん,
ア/ンゼン,安全,あんぜん,
ア/ンダーウェ\ア,アンダーウェア,あんだーうぇあ,underwear
ア/ンダーシャ\ツ,アンダーシャツ,あんだーしゃつ,undershirt
ア/ンダーラ\イン,アンダーライン,あんだーらいん,underline
ア/ンティ\ーク,アンティーク,あんてぃーく,antique
ア/ンテイ,安定,あんてい,
ア/ンテナ,アンテナ,あんてな,antenna
ア\ンデス,アンデス,あんです,Andes
ア\ンド,安堵,あんど,
ア\ンドウ,安藤,あんどう,
ア/ンドロ\イド,アンドロイド,あんどろいど,android
ア/ンナ,あんな,あんな,
ア/ンナ\イ,案内,あんない,
ア/ンナイショ,案内書,あんないしょ,
ア/ンナ\イズ,案内図,あんないず,
ア\ンニ,暗に,あんに,
ア/ンニンド\ウフ,杏仁豆腐,あんにんどうふ,
ア/ンノ\ジョウ,案の定,あんのじょう,
ア/ンパ\イア,アンパイア,あんぱいあ,ampire
ア/ンフェ\ア,アンフェア,あんふぇあ,unfair
ア/ンペ\ア,アンペア,あんぺあ,ampere
ア/ンマリ\,あんまり,あんまり,
ア/ンマリ,あんまり,あんまり,
ア/ンモニア,アンモニア,あんもにあ,ammonia
ア/ンラク\シ,安楽死,あんらくし,
ア/ーカ\イブ,アーカイブ,あーかいぶ,archive
ア\ーケード,アーケード,あーけーど,arcade
ア\ース,アース,あーす,earth
ア\ーチ,アーチ,あーち,arch
ア\ーチェリー,アーチェリー,あーちぇりー,archery
ア\ーティスト,アーティスト,あーてぃすと,artist
ア\ート,アート,あーと,art
ア/ーム,アーム,あーむ,arm
ア\ーモンド,アーモンド,あーもんど,almond
ア/ーリー,アーリー,あーりー,อารีย์
ア/ールピージ\ー,アールピージー,あーるぴーじー,RPG
イ/,胃,い,
イ/アツ,威圧,いあつ,
イ/アツテキ,威圧的,いあつてき,
イ\イ,良い,いい,
イ/イアイ,言い合い,いいあい,
イ/イア\ウ,言い合う,いいあう,
イ/イアラソイ,言い争い,いいあらそい,
イ/イアラソ\ウ,言い争う,いいあらそう,
イ/イエ\,いいえ,いいえ,
イ/イカ\エル,言い換える,いいかえる,
イ/イキカセ\ル,言い聞かせる,いいきかせる,
イ\イキミ,いい気味,いいきみ,
イ/イキ\ル,言い切る,いいきる,
イ/イダ,飯田,いいだ,
イ/イダ\バシ,飯田橋,いいだばし,
イ/イワケ,言い訳,いいわけ,
イ\イン,委員,いいん,
イ\イン,医院,いいん,
イ/イ\ンカイ,委員会,いいんかい,
イ/ウ,言う,いう,
イ/エ\,家,いえ,
イ/エ\ス,イエス,いえす,yes
イ/エヤス,家康,いえやす,
イ\オン,イオン,いおん,ion
イ\カ,以下,いか,
イ/カ\ガ,如何,いかが,
イ/カ\ス,活かす,いかす,
イ/カ\ス,生かす,いかす,
イ/カ\ス,イカす,いかす,
イ/カ\ナル,如何なる,いかなる,
イ/カ\ニ,如何に,いかに,
イ/カリ,怒り,いかり,
イ/カリ,錨,いかり,
イ/ガイ,意外,いがい,
イ\ガイ,以外,いがい,
イ\ガク,医学,いがく,
イ/ガ\ラシ,五十嵐,いがらし,
イ\ガワ,井川,いがわ,
イ\キ,息,いき,
イ/キイ\キ,生き生き,いきいき,
イ/キオ\イ,勢い,いきおい,
イ/キナリ,いきなり,いきなり,
イ/キノコ\ル,生き残る,いきのこる,
イ/キモ\ノ,生き物,いきもの,
イ/キ\ル,生きる,いきる,
イ/キ\ル,イキる,いきる,
イ/キ\ル,活きる,いきる,
イ\ギ,異議,いぎ,
イ\ギ,意義,いぎ,
イ/ギリス,イギリス,いぎりす,
イ/ギリス\ジン,イギリス人,いぎりすじん,
イ/ク,行く,いく,
イ\クジ,育児,いくじ,
イ/クセイ,育成,いくせい,
イ\クツ,幾つ,いくつ,
イ\クラ,イクラ,いくら,
イ/ケ\,池,いけ,
イ/ケダ,池田,いけだ,
イ/ケナイ,いけない,いけない,
イ/ケ\バナ,生け花,いけばな,
イ/ケブクロ,池袋,いけぶくろ,
イ/ケメン,イケメン,いけめん,
イ\ケン,意見,いけん,
イ\コウ,以降,いこう,
イ/コウ,威光,いこう,
イ/コウ,意向,いこう,
イ/コウ,移行,いこう,
イ\ゴ,以後,いご,
イ\ゴ,囲碁,いご,
イ/サ\サカ,些か,いささか,
イ\サン,遺産,いさん,
イ/サン,胃酸,いさん,
イ\ザ,いざ,いざ,
イ/ザカヤ,居酒屋,いざかや,
イ\シ,意思,いし,
イ\シ,医師,いし,
イ\シ,意志,いし,
イ/シ\,石,いし,
イ/シイ,石井,いしい,
イ/シカワ,石川,いしかわ,
イ/シカワ\ケン,石川県,いしかわけん,
イ\シキ,意識,いしき,
イ\シキフ/メイ,意識不明,いしきふめい,
イ/シダ,石田,いしだ,
イ/シハラ,石原,いしはら,
イ/シャ,医者,いしゃ,
イ\ショウ,衣装,いしょう,
イ/ショウ,意匠,いしょう,
イ\ショク,衣食,いしょく,
イ/ショク,移植,いしょく,
イ/ショク,異色,いしょく,
イ\シン,維新,いしん,
イ/シン,威信,いしん,
イ/ジ,意地,いじ,
イ/ジメ,いじめ,いじめ,
イ/ジメル,虐める,いじめる,
イ/ジュウ,移住,いじゅう,
イ\ジョウ,以上,いじょう,
イ/ス,椅子,いす,
イ/スタンブ\ール,イスタンブール,いすたんぶーる,Istanbul
イ/スラ\エル,イスラエル,いすらえる,Israel
イ\スラム,イスラム,いすらむ,Islam
イ/スラムキョウ,イスラム教,いすらむきょう,Islam
イ/ズ,伊豆,いず,
イ/ズレ,いずれ,いずれ,
イ\セ,伊勢,いせ,
イ/セキ,移籍,いせき,
イ/セキ,遺跡,いせき,
イ\ゼン,以前,いぜん,
イ/ソガシ\イ,忙しい,いそがしい,
イ/ソ\グ,急ぐ,いそぐ,
イ\ゾク,遺族,いぞく,
イ/ゾン,依存,いぞん,
イ\タ,板,いた,
イ/タイ,遺体,いたい,
イ/タ\イ,痛い,いたい,
イ/タク,委託,いたく,
イ/タ\ス,致す,いたす,
イ/タズラ,悪戯,いたずら,
イ/タダク,頂く,いただく,
イ\タミ,伊丹,いたみ,
イ/タミ,痛み,いたみ,
イ/タ\ム,痛む,いたむ,
イ/タメ\ル,痛める,いためる,
イ/タメ\ル,炒める,いためる,
イ/タラヌ,至らぬ,いたらぬ,
イ/タリア,イタリア,いたりあ,Italy
イ/タ\リアン,イタリアン,いたりあん,Italian
イ/タ\ル,至る,いたる,
イ/ダイ,医大,いだい,
イ/ダイ,偉大,いだい,
イ/ダ\ク,抱く,いだく,
イ\チ,位置,いち,
イ/チ\イチ,一々,いちいち,
イ/チイン,一員,いちいん,
イ/チイン,一因,いちいん,
イ/チオウ,一応,いちおう,
イ/チ\カワ,市川,いちかわ,
イ/チカワ\シ,市川市,いちかわし,
イ/チ\ガヤ,市ヶ谷,いちがや,
イ/チゴ,苺,いちご,
イ/チ\ジ,一時,いちじ,
イ/チ\ジ,1時,いちじ,
イ/チジルシ\イ,著しい,いちじるしい,
イ/チ\ゾク,一族,いちぞく,
イ/チダン,一段,いちだん,
イ/チド,一度,いちど,
イ/チ\ドウ,一同,いちどう,
イ/チドウ,一堂,いちどう,
イ/チニンマエ,一人前,いちにんまえ,
イ\チバ,市場,いちば,
イ/チ\バン,一番,いちばん,
イ/チバン,一番,いちばん,
イ/チ\ブ,一部,いちぶ,
イ/チメン,一面,いちめん,
イ/チ\ラン,一蘭,いちらん,
イ/チラン,一覧,いちらん,
イ/チリュウ,一流,いちりゅう,
イ/チ\レツ,一列,いちれつ,
イ/チレン,一連,いちれん,
イ\ッカ,一家,いっか,
イ/ッカイ,一介,いっかい,
イ/ッカイ,一階,いっかい,
イ/ッカ\イ,一回,いっかい,
イ/ッカツ,一喝,いっかつ,
イ/ッカツ,一括,いっかつ,
