word,kana,yomi,conj,base,nai,nakatta,masu,te,ta,con,imp,vol,pot
招き入れる,まねきいれる,manekiireru,下一段-ラ行,招き入れる,招き入れない,招き入れなかった,招き入れます,招き入れて,招き入れた,招き入れれば,招き入れろ,招き入れよう,招き入れられる
招く,まねく,maneku,五段-カ行,招く,招かない,招かなかった,招きます,招いて,招いた,招けば,招け,招こう,招ける
真似る,まねる,maneru,下一段-ナ行,真似る,真似ない,真似なかった,真似ます,真似て,真似た,真似れば,真似ろ,真似よう,真似られる
塗す,まぶす,mabusu,五段-サ行,塗す,塗さない,塗さなかった,塗します,塗して,塗した,塗せば,塗せ,塗そう,塗せる
塗れる,まみれる,mamireru,下一段-ラ行,塗れる,塗れない,塗れなかった,塗れます,塗れて,塗れた,塗れれば,塗れろ,塗れよう,塗れられる
守り継ぐ,まもりつぐ,mamoritsugu,五段-ガ行,守り継ぐ,守り継がない,守り継がなかった,守り継ぎます,守り継いで,守り継いだ,守り継げば,守り継げ,守り継ごう,守り継げる
守る,まもる,mamoru,五段-ラ行,守る,守らない,守らなかった,守ります,守って,守った,守れば,守れ,守ろう,守れる
迷い込む,まよいこむ,mayoikomu,五段-マ行,迷い込む,迷い込まない,迷い込まなかった,迷い込みます,迷い込んで,迷い込んだ,迷い込めば,迷い込め,迷い込もう,迷い込める
迷う,まよう,mayoo,五段-ワア行,迷う,迷わない,迷わなかった,迷います,迷って,迷った,迷えば,迷え,迷おう,迷える
丸める,まるめる,marumeru,下一段-マ行,丸める,丸めない,丸めなかった,丸めます,丸めて,丸めた,丸めれば,丸めろ,丸めよう,丸められる
回す,まわす,mawasu,五段-サ行,回す,回さない,回さなかった,回します,回して,回した,回せば,回せ,回そう,回せる
回り込む,まわりこむ,mawarikomu,五段-マ行,回り込む,回り込まない,回り込まなかった,回り込みます,回り込んで,回り込んだ,回り込めば,回り込め,回り込もう,回り込める
回る,まわる,mawaru,五段-ラ行,回る,回らない,回らなかった,回ります,回って,回った,回れば,回れ,回ろう,回れる
見合う,みあう,miau,五段-ワア行,見合う,見合わない,見合わなかった,見合います,見合って,見合った,見合えば,見合え,見合おう,見合える
見上げる,みあげる,miageru,下一段-ガ行,見上げる,見上げない,見上げなかった,見上げます,見上げて,見上げた,見上げれば,見上げろ,見上げよう,見上げられる
見当たる,みあたる,miataru,五段-ラ行,見当たる,見当たらない,見当たらなかった,見当たります,見当たって,見当たった,見当たれば,見当たれ,見当たろう,見当たれる
見誤る,みあやまる,miayamaru,五段-ラ行,見誤る,見誤らない,見誤らなかった,見誤ります,見誤って,見誤った,見誤れば,見誤れ,見誤ろう,見誤れる
見合わす,みあわす,miawasu,五段-サ行,見合わす,見合わさない,見合わさなかった,見合わします,見合わして,見合わした,見合わせば,見合わせ,見合わそう,見合わせる
見合わせる,みあわせる,miawaseru,下一段-サ行,見合わせる,見合わせない,見合わせなかった,見合わせます,見合わせて,見合わせた,見合わせれば,見合わせろ,見合わせよう,見合わせられる
見出だす,みいだす,miidasu,五段-サ行,見出だす,見出ださない,見出ださなかった,見出だします,見出だして,見出だした,見出だせば,見出だせ,見出だそう,見出だせる
見入る,みいる,miiru,五段-ラ行,見入る,見入らない,見入らなかった,見入ります,見入って,見入った,見入れば,見入れ,見入ろう,見入れる
見受ける,みうける,miukeru,下一段-カ行,見受ける,見受けない,見受けなかった,見受けます,見受けて,見受けた,見受ければ,見受けろ,見受けよう,見受けられる
見失う,みうしなう,miushinau,五段-ワア行,見失う,見失わない,見失わなかった,見失います,見失って,見失った,見失えば,見失え,見失おう,見失える
見える,みえる,mieru,下一段-ア行,見える,見えない,見えなかった,見えます,見えて,見えた,見えれば,見えろ,見えよう,見えられる
見送る,みおくる,miokuru,五段-ラ行,見送る,見送らない,見送らなかった,見送ります,見送って,見送った,見送れば,見送れ,見送ろう,見送れる
見落とす,みおとす,miotosu,五段-サ行,見落とす,見落とさない,見落とさなかった,見落とします,見落として,見落とした,見落とせば,見落とせ,見落とそう,見落とせる
見下ろす,みおろす,miorosu,五段-サ行,見下ろす,見下ろさない,見下ろさなかった,見下ろします,見下ろして,見下ろした,見下ろせば,見下ろせ,見下ろそう,見下ろせる
見掛ける,みかける,mikakeru,下一段-カ行,見掛ける,見掛けない,見掛けなかった,見掛けます,見掛けて,見掛けた,見掛ければ,見掛けろ,見掛けよう,見掛けられる
磨き上げる,みがきあげる,migakiageru,下一段-ガ行,磨き上げる,磨き上げない,磨き上げなかった,磨き上げます,磨き上げて,磨き上げた,磨き上げれば,磨き上げろ,磨き上げよう,磨き上げられる
磨く,みがく,migaku,五段-カ行,磨く,磨かない,磨かなかった,磨きます,磨いて,磨いた,磨けば,磨け,磨こう,磨ける
見切る,みきる,mikiru,五段-ラ行,見切る,見切らない,見切らなかった,見切ります,見切って,見切った,見切れば,見切れ,見切ろう,見切れる
見極める,みきわめる,mikiwameru,下一段-マ行,見極める,見極めない,見極めなかった,見極めます,見極めて,見極めた,見極めれば,見極めろ,見極めよう,見極められる
見比べる,みくらべる,mikuraberu,下一段-バ行,見比べる,見比べない,見比べなかった,見比べます,見比べて,見比べた,見比べれば,見比べろ,見比べよう,見比べられる
見越す,みこす,mikosu,五段-サ行,見越す,見越さない,見越さなかった,見越します,見越して,見越した,見越せば,見越せ,見越そう,見越せる
見込む,みこむ,mikomu,五段-マ行,見込む,見込まない,見込まなかった,見込みます,見込んで,見込んだ,見込めば,見込め,見込もう,見込める
見据える,みすえる,misueru,下一段-ア行,見据える,見据えない,見据えなかった,見据えます,見据えて,見据えた,見据えれば,見据えろ,見据えよう,見据えられる
見過ごす,みすごす,misugosu,五段-サ行,見過ごす,見過ごさない,見過ごさなかった,見過ごします,見過ごして,見過ごした,見過ごせば,見過ごせ,見過ごそう,見過ごせる
見捨てる,みすてる,misuteru,下一段-タ行,見捨てる,見捨てない,見捨てなかった,見捨てます,見捨てて,見捨てた,見捨てれば,見捨てろ,見捨てよう,見捨てられる
魅する,みする,misuru,サ行変格,魅する,魅しない,魅しなかった,魅します,魅して,魅した,魅すれば,魅しろ,魅しよう,魅せる
見せ合う,みせあう,miseau,五段-ワア行,見せ合う,見せ合わない,見せ合わなかった,見せ合います,見せ合って,見せ合った,見せ合えば,見せ合え,見せ合おう,見せ合える
見せ掛ける,みせかける,misekakeru,下一段-カ行,見せ掛ける,見せ掛けない,見せ掛けなかった,見せ掛けます,見せ掛けて,見せ掛けた,見せ掛ければ,見せ掛けろ,見せ掛けよう,見せ掛けられる
見せ付ける,みせつける,misetsukeru,下一段-カ行,見せ付ける,見せ付けない,見せ付けなかった,見せ付けます,見せ付けて,見せ付けた,見せ付ければ,見せ付けろ,見せ付けよう,見せ付けられる
見せる,みせる,miseru,下一段-サ行,見せる,見せない,見せなかった,見せます,見せて,見せた,見せれば,見せろ,見せよう,見せられる
満たす,みたす,mitasu,五段-サ行,満たす,満たさない,満たさなかった,満たします,満たして,満たした,満たせば,満たせ,満たそう,満たせる
見立てる,みたてる,mitateru,下一段-タ行,見立てる,見立てない,見立てなかった,見立てます,見立てて,見立てた,見立てれば,見立てろ,見立てよう,見立てられる
乱す,みだす,midasu,五段-サ行,乱す,乱さない,乱さなかった,乱します,乱して,乱した,乱せば,乱せ,乱そう,乱せる
乱れる,みだれる,midareru,下一段-ラ行,乱れる,乱れない,乱れなかった,乱れます,乱れて,乱れた,乱れれば,乱れろ,乱れよう,乱れられる
満ち溢れる,みちあふれる,michiafureru,下一段-ラ行,満ち溢れる,満ち溢れない,満ち溢れなかった,満ち溢れます,満ち溢れて,満ち溢れた,満ち溢れれば,満ち溢れろ,満ち溢れよう,満ち溢れられる
導き出す,みちびきだす,michibikidasu,五段-サ行,導き出す,導き出さない,導き出さなかった,導き出します,導き出して,導き出した,導き出せば,導き出せ,導き出そう,導き出せる
導く,みちびく,michibiku,五段-カ行,導く,導かない,導かなかった,導きます,導いて,導いた,導けば,導け,導こう,導ける
満ちる,みちる,michiru,上一段-タ行,満ちる,満ちない,満ちなかった,満ちます,満ちて,満ちた,満ちれば,満ちろ,満ちよう,満ちられる
満つ,みつ,mitsu,五段-タ行,満つ,満たない,満たなかった,満ちます,満って,満った,満てば,満て,満とう,満てる
見付かる,みつかる,mitsukaru,五段-ラ行,見付かる,見付からない,見付からなかった,見付かります,見付かって,見付かった,見付かれば,見付かれ,見付かろう,
見付ける,みつける,mitsukeru,下一段-カ行,見付ける,見付けない,見付けなかった,見付けます,見付けて,見付けた,見付ければ,見付けろ,見付けよう,見付けられる
見詰める,みつめる,mitsumeru,下一段-マ行,見詰める,見詰めない,見詰めなかった,見詰めます,見詰めて,見詰めた,見詰めれば,見詰めろ,見詰めよう,見詰められる
見積もる,みつもる,mitsumoru,五段-ラ行,見積もる,見積もらない,見積もらなかった,見積もります,見積もって,見積もった,見積もれば,見積もれ,見積もろう,見積もれる
見通す,みとおす,mitoosu,五段-サ行,見通す,見通さない,見通さなかった,見通します,見通して,見通した,見通せば,見通せ,見通そう,見通せる
見届ける,みとどける,mitodokeru,下一段-カ行,見届ける,見届けない,見届けなかった,見届けます,見届けて,見届けた,見届ければ,見届けろ,見届けよう,見届けられる
認め合う,みとめあう,mitomeau,五段-ワア行,認め合う,認め合わない,認め合わなかった,認め合います,認め合って,認め合った,認め合えば,認め合え,認め合おう,認め合える
認める,みとめる,mitomeru,下一段-マ行,認める,認めない,認めなかった,認めます,認めて,認めた,認めれば,認めろ,認めよう,認められる
見取る,みとる,mitoru,五段-ラ行,見取る,見取らない,見取らなかった,見取ります,見取って,見取った,見取れば,見取れ,見取ろう,見取れる
見直す,みなおす,minaosu,五段-サ行,見直す,見直さない,見直さなかった,見直します,見直して,見直した,見直せば,見直せ,見直そう,見直せる
見なす,みなす,minasu,五段-サ行,見なす,見なさない,見なさなかった,見なします,見なして,見なした,見なせば,見なせ,見なそう,見なせる
見抜く,みぬく,minuku,五段-カ行,見抜く,見抜かない,見抜かなかった,見抜きます,見抜いて,見抜いた,見抜けば,見抜け,見抜こう,見抜ける
見逃す,みのがす,minogasu,五段-サ行,見逃す,見逃さない,見逃さなかった,見逃します,見逃して,見逃した,見逃せば,見逃せ,見逃そう,見逃せる
実る,みのる,minoru,五段-ラ行,実る,実らない,実らなかった,実ります,実って,実った,実れば,実れ,実ろう,実れる
見計らう,みはからう,mihakarau,五段-ワア行,見計らう,見計らわない,見計らわなかった,見計らいます,見計らって,見計らった,見計らえば,見計らえ,見計らおう,見計らえる
見放す,みはなす,mihanasu,五段-サ行,見放す,見放さない,見放さなかった,見放します,見放して,見放した,見放せば,見放せ,見放そう,見放せる
見張る,みはる,miharu,五段-ラ行,見張る,見張らない,見張らなかった,見張ります,見張って,見張った,見張れば,見張れ,見張ろう,見張れる
見舞う,みまう,mimau,五段-ワア行,見舞う,見舞わない,見舞わなかった,見舞います,見舞って,見舞った,見舞えば,見舞え,見舞おう,見舞える
見守る,みまもる,mimamoru,五段-ラ行,見守る,見守らない,見守らなかった,見守ります,見守って,見守った,見守れば,見守れ,見守ろう,見守れる
見回す,みまわす,mimawasu,五段-サ行,見回す,見回さない,見回さなかった,見回します,見回して,見回した,見回せば,見回せ,見回そう,見回せる
見回る,みまわる,mimawaru,五段-ラ行,見回る,見回らない,見回らなかった,見回ります,見回って,見回った,見回れば,見回れ,見回ろう,見回れる
見向く,みむく,mimuku,五段-カ行,見向く,見向かない,見向かなかった,見向きます,見向いて,見向いた,見向けば,見向け,見向こう,見向ける
見破る,みやぶる,miyaburu,五段-ラ行,見破る,見破らない,見破らなかった,見破ります,見破って,見破った,見破れば,見破れ,見破ろう,見破れる
見る,みる,miru,上一段-マ行,見る,見ない,見なかった,見ます,見て,見た,見れば,見ろ,見よう,見られる
見分ける,みわける,miwakeru,下一段-カ行,見分ける,見分けない,見分けなかった,見分けます,見分けて,見分けた,見分ければ,見分けろ,見分けよう,見分けられる
見渡す,みわたす,miwatasu,五段-サ行,見渡す,見渡さない,見渡さなかった,見渡します,見渡して,見渡した,見渡せば,見渡せ,見渡そう,見渡せる
向かい合う,むかいあう,mukaiau,五段-ワア行,向かい合う,向かい合わない,向かい合わなかった,向かい合います,向かい合って,向かい合った,向かい合えば,向かい合え,向かい合おう,向かい合える
向かう,むかう,mukau,五段-ワア行,向かう,向かわない,向かわなかった,向かいます,向かって,向かった,向かえば,向かえ,向かおう,向かえる
迎え入れる,むかえいれる,mukaeireru,下一段-ラ行,迎え入れる,迎え入れない,迎え入れなかった,迎え入れます,迎え入れて,迎え入れた,迎え入れれば,迎え入れろ,迎え入れよう,迎え入れられる
迎え打つ,むかえうつ,mukaeutsu,五段-タ行,迎え打つ,迎え打たない,迎え打たなかった,迎え打ちます,迎え打って,迎え打った,迎え打てば,迎え打て,迎え打とう,迎え打てる
迎える,むかえる,mukaeru,下一段-ア行,迎える,迎えない,迎えなかった,迎えます,迎えて,迎えた,迎えれば,迎えろ,迎えよう,迎えられる
向き合う,むきあう,mukiau,五段-ワア行,向き合う,向き合わない,向き合わなかった,向き合います,向き合って,向き合った,向き合えば,向き合え,向き合おう,向き合える
向き直る,むきなおる,mukinaoru,五段-ラ行,向き直る,向き直らない,向き直らなかった,向き直ります,向き直って,向き直った,向き直れば,向き直れ,向き直ろう,向き直れる
剥く,むく,muku,五段-カ行,剥く,剥かない,剥かなかった,剥きます,剥いて,剥いた,剥けば,剥け,剥こう,剥ける
向く,むく,muku,五段-カ行,向く,向かない,向かなかった,向きます,向いて,向いた,向けば,向け,向こう,向ける
報いる,むくいる,mukuiru,上一段-ア行,報いる,報いない,報いなかった,報います,報いて,報いた,報いれば,報いろ,報いよう,報いられる
報う,むくう,mukuu,五段-ワア行,報う,報わない,報わなかった,報います,報って,報った,報えば,報え,報おう,報える
浮腫む,むくむ,mukumu,五段-マ行,浮腫む,浮腫まない,浮腫まなかった,浮腫みます,浮腫んで,浮腫んだ,浮腫めば,浮腫め,浮腫もう,浮腫める
向ける,むける,mukeru,下一段-カ行,向ける,向けない,向けなかった,向けます,向けて,向けた,向ければ,向けろ,向けよう,向けられる
蝕む,むしばむ,mushibamu,五段-マ行,蝕む,蝕まない,蝕まなかった,蝕みます,蝕んで,蝕んだ,蝕めば,蝕め,蝕もう,蝕める
毟る,むしる,mushiru,五段-ラ行,毟る,毟らない,毟らなかった,毟ります,毟って,毟った,毟れば,毟れ,毟ろう,毟れる
結び付く,むすびつく,musubitsuku,五段-カ行,結び付く,結び付かない,結び付かなかった,結び付きます,結び付いて,結び付いた,結び付けば,結び付け,結び付こう,結び付ける
結び付ける,むすびつける,musubitsukeru,下一段-カ行,結び付ける,結び付けない,結び付けなかった,結び付けます,結び付けて,結び付けた,結び付ければ,結び付けろ,結び付けよう,結び付けられる
結ぶ,むすぶ,musubu,五段-バ行,結ぶ,結ばない,結ばなかった,結びます,結んで,結んだ,結べば,結べ,結ぼう,結べる
咽び泣く,むせびなく,musebinaku,五段-カ行,咽び泣く,咽び泣かない,咽び泣かなかった,咽び泣きます,咽び泣いて,咽び泣いた,咽び泣けば,咽び泣け,咽び泣こう,咽び泣ける
群れる,むれる,mureru,下一段-ラ行,群れる,群れない,群れなかった,群れます,群れて,群れた,群れれば,群れろ,群れよう,群れられる
蒸れる,むれる,mureru,下一段-ラ行,蒸れる,蒸れない,蒸れなかった,蒸れます,蒸れて,蒸れた,蒸れれば,蒸れろ,蒸れよう,蒸れられる
銘打つ,めいうつ,meeutsu,五段-タ行,銘打つ,銘打たない,銘打たなかった,銘打ちます,銘打って,銘打った,銘打てば,銘打て,銘打とう,銘打てる
命じる,めいじる,meejiru,上一段-ザ行,命じる,命じない,命じなかった,命じます,命じて,命じた,命じれば,命じろ,命じよう,命じられる
銘じる,めいじる,meejiru,上一段-ザ行,銘じる,銘じない,銘じなかった,銘じます,銘じて,銘じた,銘じれば,銘じろ,銘じよう,銘じられる
目掛ける,めがける,megakeru,下一段-カ行,目掛ける,目掛けない,目掛けなかった,目掛けます,目掛けて,目掛けた,目掛ければ,目掛けろ,目掛けよう,目掛けられる
恵まれる,めぐまれる,megumareru,下一段-ラ行,恵まれる,恵まれない,恵まれなかった,恵まれます,恵まれて,恵まれた,恵まれれば,恵まれろ,恵まれよう,恵まれられる
巡る,めぐる,meguru,五段-ラ行,巡る,巡らない,巡らなかった,巡ります,巡って,巡った,巡れば,巡れ,巡ろう,巡れる
めげる,めげる,megeru,下一段-ガ行,めげる,めげない,めげなかった,めげます,めげて,めげた,めげれば,めげろ,めげよう,めげられる
目指す,めざす,mezasu,五段-サ行,目指す,目指さない,目指さなかった,目指します,目指して,目指した,目指せば,目指せ,目指そう,目指せる
目覚める,めざめる,mezameru,下一段-マ行,目覚める,目覚めない,目覚めなかった,目覚めます,目覚めて,目覚めた,目覚めれば,目覚めろ,目覚めよう,目覚められる
召し上がる,めしあがる,meshiagaru,五段-ラ行,召し上がる,召し上がらない,召し上がらなかった,召し上がります,召し上がって,召し上がった,召し上がれば,召し上がれ,召し上がろう,召し上がれる
召す,めす,mesu,五段-サ行,召す,召さない,召さなかった,召します,召して,召した,召せば,召せ,召そう,召せる
目立つ,めだつ,medatsu,五段-タ行,目立つ,目立たない,目立たなかった,目立ちます,目立って,目立った,目立てば,目立て,目立とう,目立てる
芽生える,めばえる,mebaeru,下一段-ア行,芽生える,芽生えない,芽生えなかった,芽生えます,芽生えて,芽生えた,芽生えれば,芽生えろ,芽生えよう,芽生えられる
芽吹く,めぶく,mebuku,五段-カ行,芽吹く,芽吹かない,芽吹かなかった,芽吹きます,芽吹いて,芽吹いた,芽吹けば,芽吹け,芽吹こう,芽吹ける
減り込む,めりこむ,merikomu,五段-マ行,減り込む,減り込まない,減り込まなかった,減り込みます,減り込んで,減り込んだ,減り込めば,減り込め,減り込もう,減り込める
面する,めんする,mensuru,サ行変格,面する,面しない,面しなかった,面します,面して,面した,面すれば,面しろ,面しよう,面せる
儲かる,もうかる,mookaru,五段-ラ行,儲かる,儲からない,儲からなかった,儲かります,儲かって,儲かった,儲かれば,儲かれ,儲かろう,儲かれる
儲ける,もうける,mookeru,下一段-カ行,儲ける,儲けない,儲けなかった,儲けます,儲けて,儲けた,儲ければ,儲けろ,儲けよう,儲けられる
設ける,もうける,mookeru,下一段-カ行,設ける,設けない,設けなかった,設けます,設けて,設けた,設ければ,設けろ,設けよう,設けられる
申し上げる,もうしあげる,mooshiageru,下一段-ガ行,申し上げる,申し上げない,申し上げなかった,申し上げます,申し上げて,申し上げた,申し上げれば,申し上げろ,申し上げよう,申し上げられる
申し合わせる,もうしあわせる,mooshiawaseru,下一段-サ行,申し合わせる,申し合わせない,申し合わせなかった,申し合わせます,申し合わせて,申し合わせた,申し合わせれば,申し合わせろ,申し合わせよう,申し合わせられる
申し入れる,もうしいれる,mooshiireru,下一段-ラ行,申し入れる,申し入れない,申し入れなかった,申し入れます,申し入れて,申し入れた,申し入れれば,申し入れろ,申し入れよう,申し入れられる
申し込む,もうしこむ,mooshikomu,五段-マ行,申し込む,申し込まない,申し込まなかった,申し込みます,申し込んで,申し込んだ,申し込めば,申し込め,申し込もう,申し込める
申し立てる,もうしたてる,mooshitateru,下一段-タ行,申し立てる,申し立てない,申し立てなかった,申し立てます,申し立てて,申し立てた,申し立てれば,申し立てろ,申し立てよう,申し立てられる
申し出る,もうしでる,mooshideru,下一段-ダ行,申し出る,申し出ない,申し出なかった,申し出ます,申し出て,申し出た,申し出れば,申し出ろ,申し出よう,申し出られる
燃え上がる,もえあがる,moeagaru,五段-ラ行,燃え上がる,燃え上がらない,燃え上がらなかった,燃え上がります,燃え上がって,燃え上がった,燃え上がれば,燃え上がれ,燃え上がろう,燃え上がれる
燃え移る,もえうつる,moeutsuru,五段-ラ行,燃え移る,燃え移らない,燃え移らなかった,燃え移ります,燃え移って,燃え移った,燃え移れば,燃え移れ,燃え移ろう,燃え移れる
燃え盛る,もえさかる,moesakaru,五段-ラ行,燃え盛る,燃え盛らない,燃え盛らなかった,燃え盛ります,燃え盛って,燃え盛った,燃え盛れば,燃え盛れ,燃え盛ろう,燃え盛れる
燃え尽きる,もえつきる,moetsukiru,上一段-カ行,燃え尽きる,燃え尽きない,燃え尽きなかった,燃え尽きます,燃え尽きて,燃え尽きた,燃え尽きれば,燃え尽きろ,燃え尽きよう,燃え尽きられる
燃え残る,もえのこる,moenokoru,五段-ラ行,燃え残る,燃え残らない,燃え残らなかった,燃え残ります,燃え残って,燃え残った,燃え残れば,燃え残れ,燃え残ろう,燃え残れる
燃え広がる,もえひろがる,moehirogaru,五段-ラ行,燃え広がる,燃え広がらない,燃え広がらなかった,燃え広がります,燃え広がって,燃え広がった,燃え広がれば,燃え広がれ,燃え広がろう,燃え広がれる
燃える,もえる,moeru,下一段-ア行,燃える,燃えない,燃えなかった,燃えます,燃えて,燃えた,燃えれば,燃えろ,燃えよう,燃えられる
もがく,もがく,mogaku,五段-カ行,もがく,もがかない,もがかなかった,もがきます,もがいて,もがいた,もがけば,もがけ,もがこう,もがける
もぎ取る,もぎとる,mogitoru,五段-ラ行,もぎ取る,もぎ取らない,もぎ取らなかった,もぎ取ります,もぎ取って,もぎ取った,もぎ取れば,もぎ取れ,もぎ取ろう,もぎ取れる
潜り込む,もぐりこむ,mogurikomu,五段-マ行,潜り込む,潜り込まない,潜り込まなかった,潜り込みます,潜り込んで,潜り込んだ,潜り込めば,潜り込め,潜り込もう,潜り込める
潜る,もぐる,moguru,五段-ラ行,潜る,潜らない,潜らなかった,潜ります,潜って,潜った,潜れば,潜れ,潜ろう,潜れる
捩る,もじる,mojiru,五段-ラ行,捩る,捩らない,捩らなかった,捩ります,捩って,捩った,捩れば,捩れ,捩ろう,捩れる
模する,もする,mosuru,サ行変格,模する,模しない,模しなかった,模します,模して,模した,模すれば,模しろ,模しよう,模せる
齎す,もたらす,motarasu,五段-サ行,齎す,齎さない,齎さなかった,齎します,齎して,齎した,齎せば,齎せ,齎そう,齎せる
持ち合う,もちあう,mochiau,五段-ワア行,持ち合う,持ち合わない,持ち合わなかった,持ち合います,持ち合って,持ち合った,持ち合えば,持ち合え,持ち合おう,持ち合える
持ち上がる,もちあがる,mochiagaru,五段-ラ行,持ち上がる,持ち上がらない,持ち上がらなかった,持ち上がります,持ち上がって,持ち上がった,持ち上がれば,持ち上がれ,持ち上がろう,持ち上がれる
持ち上げる,もちあげる,mochiageru,下一段-ガ行,持ち上げる,持ち上げない,持ち上げなかった,持ち上げます,持ち上げて,持ち上げた,持ち上げれば,持ち上げろ,持ち上げよう,持ち上げられる
持ち歩く,もちあるく,mochiaruku,五段-カ行,持ち歩く,持ち歩かない,持ち歩かなかった,持ち歩きます,持ち歩いて,持ち歩いた,持ち歩けば,持ち歩け,持ち歩こう,持ち歩ける
持ち合わせる,もちあわせる,mochiawaseru,下一段-サ行,持ち合わせる,持ち合わせない,持ち合わせなかった,持ち合わせます,持ち合わせて,持ち合わせた,持ち合わせれば,持ち合わせろ,持ち合わせよう,持ち合わせられる
用いる,もちいる,mochiiru,上一段-ア行,用いる,用いない,用いなかった,用います,用いて,用いた,用いれば,用いろ,用いよう,用いられる
持ち帰る,もちかえる,mochikaeru,五段-ラ行,持ち帰る,持ち帰らない,持ち帰らなかった,持ち帰ります,持ち帰って,持ち帰った,持ち帰れば,持ち帰れ,持ち帰ろう,持ち帰れる
持ち掛ける,もちかける,mochikakeru,下一段-カ行,持ち掛ける,持ち掛けない,持ち掛けなかった,持ち掛けます,持ち掛けて,持ち掛けた,持ち掛ければ,持ち掛けろ,持ち掛けよう,持ち掛けられる
持ち越す,もちこす,mochikosu,五段-サ行,持ち越す,持ち越さない,持ち越さなかった,持ち越します,持ち越して,持ち越した,持ち越せば,持ち越せ,持ち越そう,持ち越せる
持ち堪える,もちこたえる,mochikotaeru,下一段-ア行,持ち堪える,持ち堪えない,持ち堪えなかった,持ち堪えます,持ち堪えて,持ち堪えた,持ち堪えれば,持ち堪えろ,持ち堪えよう,持ち堪えられる
持ち込む,もちこむ,mochikomu,五段-マ行,持ち込む,持ち込まない,持ち込まなかった,持ち込みます,持ち込んで,持ち込んだ,持ち込めば,持ち込め,持ち込もう,持ち込める
持ち出す,もちだす,mochidasu,五段-サ行,持ち出す,持ち出さない,持ち出さなかった,持ち出します,持ち出して,持ち出した,持ち出せば,持ち出せ,持ち出そう,持ち出せる
持ち直す,もちなおす,mochinaosu,五段-サ行,持ち直す,持ち直さない,持ち直さなかった,持ち直します,持ち直して,持ち直した,持ち直せば,持ち直せ,持ち直そう,持ち直せる
持ち運ぶ,もちはこぶ,mochihakobu,五段-バ行,持ち運ぶ,持ち運ばない,持ち運ばなかった,持ち運びます,持ち運んで,持ち運んだ,持ち運べば,持ち運べ,持ち運ぼう,持ち運べる
持ち寄る,もちよる,mochiyoru,五段-ラ行,持ち寄る,持ち寄らない,持ち寄らなかった,持ち寄ります,持ち寄って,持ち寄った,持ち寄れば,持ち寄れ,持ち寄ろう,持ち寄れる
持つ,もつ,motsu,五段-タ行,持つ,持たない,持たなかった,持ちます,持って,持った,持てば,持て,持とう,持てる
縺れ込む,もつれこむ,motsurekomu,五段-マ行,縺れ込む,縺れ込まない,縺れ込まなかった,縺れ込みます,縺れ込んで,縺れ込んだ,縺れ込めば,縺れ込め,縺れ込もう,縺れ込める
縺れる,もつれる,motsureru,下一段-ラ行,縺れる,縺れない,縺れなかった,縺れます,縺れて,縺れた,縺れれば,縺れろ,縺れよう,縺れられる
持て成す,もてなす,motenasu,五段-サ行,持て成す,持て成さない,持て成さなかった,持て成します,持て成して,持て成した,持て成せば,持て成せ,持て成そう,持て成せる
基づく,もとずく,motozuku,五段-カ行,基づく,基づかない,基づかなかった,基づきます,基づいて,基づいた,基づけば,基づけ,基づこう,基づける
求める,もとめる,motomeru,下一段-マ行,求める,求めない,求めなかった,求めます,求めて,求めた,求めれば,求めろ,求めよう,求められる
戻す,もどす,modosu,五段-サ行,戻す,戻さない,戻さなかった,戻します,戻して,戻した,戻せば,戻せ,戻そう,戻せる
戻る,もどる,modoru,五段-ラ行,戻る,戻らない,戻らなかった,戻ります,戻って,戻った,戻れば,戻れ,戻ろう,戻れる
物語る,ものがたる,monogataru,五段-ラ行,物語る,物語らない,物語らなかった,物語ります,物語って,物語った,物語れば,物語れ,物語ろう,物語れる
燃やす,もやす,moyasu,五段-サ行,燃やす,燃やさない,燃やさなかった,燃やします,燃やして,燃やした,燃やせば,燃やせ,燃やそう,燃やせる
催す,もよおす,moyoosu,五段-サ行,催す,催さない,催さなかった,催します,催して,催した,催せば,催せ,催そう,催せる
貰う,もらう,morau,五段-ワア行,貰う,貰わない,貰わなかった,貰います,貰って,貰った,貰えば,貰え,貰おう,貰える
漏らす,もらす,morasu,五段-サ行,漏らす,漏らさない,漏らさなかった,漏らします,漏らして,漏らした,漏らせば,漏らせ,漏らそう,漏らせる
盛り上がる,もりあがる,moriagaru,五段-ラ行,盛り上がる,盛り上がらない,盛り上がらなかった,盛り上がります,盛り上がって,盛り上がった,盛り上がれば,盛り上がれ,盛り上がろう,盛り上がれる
盛り上げる,もりあげる,moriageru,下一段-ガ行,盛り上げる,盛り上げない,盛り上げなかった,盛り上げます,盛り上げて,盛り上げた,盛り上げれば,盛り上げろ,盛り上げよう,盛り上げられる
盛り返す,もりかえす,morikaesu,五段-サ行,盛り返す,盛り返さない,盛り返さなかった,盛り返します,盛り返して,盛り返した,盛り返せば,盛り返せ,盛り返そう,盛り返せる
盛り込む,もりこむ,morikomu,五段-マ行,盛り込む,盛り込まない,盛り込まなかった,盛り込みます,盛り込んで,盛り込んだ,盛り込めば,盛り込め,盛り込もう,盛り込める
盛り付ける,もりつける,moritsukeru,下一段-カ行,盛り付ける,盛り付けない,盛り付けなかった,盛り付けます,盛り付けて,盛り付けた,盛り付ければ,盛り付けろ,盛り付けよう,盛り付けられる
