accent,kanji,yomi,english
し\か,歯科,しか,
し/かい,視界・司会,しかい,
し/か\いしゃ,司会者,しかいしゃ,
し/か\えす,仕返す,しかえす,
し/かく,資格・視覚,しかく,
し/かく\,四角,しかく,
し/かくい,四角い,しかくい,
し/かけ,仕掛け,しかけ,
し/か\し,,しかし,
し/かた,仕方,しかた,
し/かたな\い,仕方ない,しかたない,
し/か\っけい,四角形,しかっけい,
し/か\も,然も,しかも,
し/かる,叱る,しかる,
し\が,滋賀,しが,
し\がい,市街・市外,しがい,
し/がい,死骸,しがい,
し/が\いち,市街地,しがいち,
し/が\けん,滋賀県,しがけん,
し/がつ\,四月,しがつ,
し/き\,式・四季・士気・指揮,しき,
し/き\きん,敷金,しききん,
し/きち,敷地,しきち,
し/きぶ\とん,敷布団,しきぶとん,
し/きゅう,至急・支給・子宮,しきゅう,
し/きょうひん,試供品,しきょうひん,
し/きょく,支局,しきょく,
し/きり,仕切り,しきり,
し/き\る,仕切る,しきる,
し\きん,資金,しきん,
し/ぎゅう,始業,しぎゅう,
し/く,敷く,しく,
し/く\しく,,しくしく,
し/くみ,仕組み,しくみ,
し\ぐさ,仕種,しぐさ,
し\けい,死刑,しけい,
し/け\る,時化る,しける,
し/け\ん,試験,しけん,
し/げき,刺激,しげき,
し\げん,資源,しげん,
し\こく,四国,しこく,
し/こくひん,嗜好品,しこくひん,
し\ご,死語・私語,しご,
し/ご\く,扱く,しごく,
し/ごと,仕事,しごと,
し\さん,資産,しさん,
し/しつ,資質,ししつ,
し\しゃ,支社,ししゃ,
し\しゃごにゅう,四捨五入,ししゃごにゅう,
し/しゅつ,支出,ししゅつ,
し/しゅ\んき,思春期,ししゅんき,
し\しょう,師匠,ししょう,
し/しょう,支障・死傷,ししょう,
し/しょ\うしゃ,死傷者,ししょうしゃ,
し/しょく,試食,ししょく,
し\じ,指示・支持,しじ,
し/じょう,市場・史上・試乗,しじょう,
し/じ\りつ,支持率,しじりつ,
し/ず\おか,静岡,しずおか,
し/ずおか\けん,静岡県,しずおかけん,
し/ずおか\し,静岡市,しずおかし,
し\ずか,静か,しずか,
し/ずむ,沈む,しずむ,
し/ずめる,沈める,しずめる,
し/せい,姿勢,しせい,
し/せ\いかつ,私生活,しせいかつ,
し/せき,歯石・史跡,しせき,
し\せつ,施設,しせつ,
し/せん,視線・支線,しせん,
し/ぜん,自然,しぜん,
し/そう,思想・歯槽,しそう,
し/そうの\うろう,歯槽膿漏,しそうのうろう,
し\そん,子孫,しそん,
し/た\,舌,した,
し/た,下,した,
し/たい,死体,したい,
し/たう,慕う,したう,
し/たうけ,下請け,したうけ,
し/たがう,従う,したがう,
し/たがえる,従える,したがえる,
し/たがき,下書き,したがき,
し/たがって,従って,したがって,
し/たぎ,下着,したぎ,
し/たく,支度,したく,
し/たご\ころ,下心,したごころ,
し/たし\い,親しい,したしい,
し/たし\らべ,下調べ,したしらべ,
し/たじき,下敷き,したじき,
し/たじゅ\んび,下準備,したじゅんび,
し/た\たか,強か,したたか,
し/たた\る,滴る,したたる,
し/たった\らず,舌っ足らず,したったらず,
し/たっぱ,下っ端,したっぱ,
し/たっぱら,下っ腹,したっぱら,
し/たどり,下取り,したどり,
し/たばき,下履き,したばき,
し/たまち,下町,したまち,
し/たまわる,下回る,したまわる,
し/たみ,下見,したみ,
し/だい,次第・私大,しだい,
し/だし,仕出し,しだし,
し/ち\,"７ , 質",しち,
し/ちてんばっとう,七転八倒,しちてんばっとう,
し/ちふく\じん,七福神,しちふくじん,
し/ちぶ\そで,七分袖,しちぶそで,
し/ち\み,七味,しちみ,
し/ちみとうが\らし,七味唐辛子,しちみとうがらし,
し/ちめんちょう,七面鳥,しちめんちょう,
し/ちゃく,試着,しちゃく,
し/ち\や,質屋,しちや,
し\ちょう,市長,しちょう,
し/ちょ\うそん,市町村,しちょうそん,
し/ちょ\うりつ,視聴率,しちょうりつ,
し/っかく,失格,しっかく,
し/っか\り,確り,しっかり,
し/っき,漆器,しっき,
し/っく\り,,しっくり,
し/っけ,湿気,しっけ,
し/っしん,失神・湿疹,しっしん,
し\っそ,質素,しっそ,
し/っそう,失踪・疾走,しっそう,
し/ったかぶり,知ったかぶり,しったかぶり,
し/っち,湿地,しっち,
し/ってん,失点,しってん,
し\っと,嫉妬,しっと,
し/っと\り,,しっとり,
し/っぱい,失敗,しっぱい,
し/っぷ,湿布,しっぷ,
し/っぽ\,尻尾,しっぽ,
し/つ,質,しつ,
し\つい,失意,しつい,
し/つおん,室温,しつおん,
し/つ\がい,室外,しつがい,
し/つ\ぎ,質疑,しつぎ,
し/つぎょう,失業,しつぎょう,
し/つぎょ\うしゃ,失業者,しつぎょうしゃ,
し/つぎょ\うりつ,失業率,しつぎょうりつ,
し/つけ,躾,しつけ,
し/つけ\る,躾ける,しつける,
し/つげん,失言・湿原,しつげん,
し/つこ\い,,しつこい,
し/つ\じ,執事,しつじ,
し/つちょう,室長,しつちょう,
し/つ\ど,湿度,しつど,
し/つ\ない,室内,しつない,
し/つぼう,失望,しつぼう,
し/つめい,失明,しつめい,
し/つもん,質問,しつもん,
し/つ\れい,失礼,しつれい,
し/つれん,失恋,しつれん,
し/てい,指定,してい,
し\てい,師弟,してい,
し/て\いせき,指定席,していせき,
し/てき,指摘・私的,してき,
し/てつ,私鉄,してつ,
し/てん,支店・視点・始点,してん,
し/て\んちょう,支店長,してんちょう,
し/でん,市電,しでん,
し/どう,指導・始動・市道・私道,しどう,
し/ど\うしゃ,指導者,しどうしゃ,
し\ない,市内・竹刀,しない,
し/なぎれ,品切れ,しなぎれ,
し/なちく,しな竹,しなちく,
し/なもの,品物,しなもの,
し/にせ,老舗,しにせ,
し/にん,死人,しにん,
し/ぬ,死ぬ,しぬ,
し/の\ぐ,凌ぐ,しのぐ,
し\はい,支配,しはい,
し/は\いしゃ,支配者,しはいしゃ,
し/は\いにん,支配人,しはいにん,
し/はつ,始発,しはつ,
し/はつ\えき,始発駅,しはつえき,
し/はらい,支払い,しはらい,
し/はら\う,支払う,しはらう,
し\はん,師範,しはん,
し/はん,市販,しはん,
し/ば,芝,しば,
し/ばい,芝居,しばい,
し\ばしば,,しばしば,
し\ばた,柴田,しばた,
し/ばやま,柴山,しばやま,
し/ば\らく,暫く,しばらく,
し/ば\る,縛る,しばる,
し/びれ\る,痺れる,しびれる,
し/ふく,至福,しふく,
し/ふく,私服・私腹,しふく,
し/ぶ\い,渋い,しぶい,
し/ぶき\,飛沫,しぶき,
し/ぶしぶ,渋々,しぶしぶ,
し/ぶ\ちょう,支部長,しぶちょう,
し/ぶつ,私物,しぶつ,
し/ぶと\い,,しぶとい,
し/ぶや,渋谷,しぶや,
し/ぶや\く,渋谷区,しぶやく,
し/ぶ\る,渋る,しぶる,
し\へい,紙幣,しへい,
し/べつ,死別,しべつ,
し\ほう,司法,しほう,
し/ほ\う,四方,しほう,
し/ほう,至宝,しほう,
し/ほん,資本,しほん,
し/ほんきん,資本金,しほんきん,
し/ほんしゅ\ぎ,資本主義,しほんしゅぎ,
し/ぼう,死亡・脂肪・志望,しぼう,
し/ぼ\うこう,志望校,しぼうこう,
し/ぼ\うりつ,死亡率,しぼうりつ,
し/ぼむ,凋む,しぼむ,
し/ぼ\る,絞る,しぼる,
し/ま\,島,しま,
し\まい,姉妹,しまい,
し/まいと\し,姉妹都市,しまいとし,
し/まう,仕舞う,しまう,
し/まうま,縞馬,しまうま,
し/ま\ぐに,島国,しまぐに,
し/ま\ざき,島崎,しまざき,
し/ま\じま,島々,しまじま,
し/ま\す,,します,
し/まだ,島田,しまだ,
し\まつ,始末,しまつ,
し/まつしょ,始末書,しまつしょ,
し\まづ,島津,しまづ,
し\まね,島根,しまね,
し/まね\けん,島根県,しまねけん,
し/ま\る,閉まる,しまる,
し/み,染み,しみ,
し/みこ\む,染み込む,しみこむ,
し/みじ\み,,しみじみ,
し\みず,清水,しみず,
し/みる,染みる,しみる,
し\みん,市民,しみん,
し/み\んけん,市民権,しみんけん,
し/むけ\る,仕向ける,しむける,
し\めい,氏名・使命,しめい,
し/めい,指名,しめい,
し/めきり,締め切り,しめきり,
し/めき\る,締め切る,しめきる,
し/め\す,示す,しめす,
し/めらす,湿らす,しめらす,
し/め\る,閉める・締める・占める,しめる,
し/める,湿る,しめる,
し\めん,紙面,しめん,
し/も\,霜,しも,
し/も\かわ,下川,しもかわ,
し/もん,指紋,しもん,
しゃ\あしゃあ,,しゃあしゃあ,
しゃ\いん,社員,しゃいん,
しゃ\かい,社会,しゃかい,
しゃ/かいしゅ\ぎ,社会主義,しゃかいしゅぎ,
しゃ/か\いじん,社会人,しゃかいじん,
しゃ/かんきょ\り,車間距離,しゃかんきょり,
しゃ\がい,社外・車外,しゃがい,
しゃ/がむ,,しゃがむ,
しゃ/くぜん,釈然,しゃくぜん,
しゃ/くち,借地,しゃくち,
しゃ/くねつ,灼熱,しゃくねつ,
しゃ/くほう,釈放,しゃくほう,
しゃ/くめい,釈明,しゃくめい,
しゃ/けん,車検,しゃけん,
しゃ/げき,射撃,しゃげき,
しゃ\こ,車庫,しゃこ,
しゃ/こうてき,社交的,しゃこうてき,
しゃ/ざい,謝罪,しゃざい,
しゃ/しん,写真,しゃしん,
しゃ/たい,車体,しゃたい,
しゃ/たく,社宅,しゃたく,
しゃ/だん,遮断,しゃだん,
しゃ/だ\んき,遮断機,しゃだんき,
しゃ\ちゅう,車中,しゃちゅう,
しゃ/ちょう,社長,しゃちょう,
しゃ/っき\ん,借金,しゃっきん,
しゃ\っくり,,しゃっくり,
しゃ/どう,車道,しゃどう,
しゃ\ない,車内・社内,しゃない,
しゃ/ぶしゃぶ,,しゃぶしゃぶ,
しゃ/ぶる,,しゃぶる,
しゃ/べ\る,喋る,しゃべる,
しゃ/みせん,三味線,しゃみせん,
しゃ/めい,社名,しゃめい,
しゃ\めん,斜面,しゃめん,
しゃ\もじ,杓文字,しゃもじ,
しゃ/りょう,車両,しゃりょう,
しゃ/りん,車輪,しゃりん,
しゃ/れ,洒落,しゃれ,
しゃ/れい,謝礼,しゃれい,
しゃ/メ\ール,写メール,しゃメール,
し\や,視野,しや,
し/や\くしょ,市役所,しやくしょ,
しゅ\い,首位,しゅい,
しゅ\う,州・週,しゅう,
しゅ\うい,周囲,しゅうい,
しゅ/ういつ,秀逸,しゅういつ,
しゅ/うえき,収益,しゅうえき,
しゅ/うかい,集会,しゅうかい,
しゅ/うかく,収穫,しゅうかく,
しゅ/うかん,習慣・週間・週刊,しゅうかん,
しゅ/うか\んし,週刊誌,しゅうかんし,
しゅ\うき,周期・秋季,しゅうき,
しゅ/うきゅう,週休・週給,しゅうきゅう,
しゅ/うきゅうふつかせい,週休二日制,しゅうきゅうふつかせい,
しゅ\うきょう,宗教,しゅうきょう,
しゅ/うきん,集金,しゅうきん,
しゅ/うぎ\いん,衆議院,しゅうぎいん,
しゅ\うぎょう,就業・終業・修業,しゅうぎょう,
しゅ/うぎょ\うしき,終業式,しゅうぎょうしき,
しゅ/うごう,集合,しゅうごう,
しゅ\うし,収支・修士・終始,しゅうし,
しゅ/うしゅう,収集・収拾,しゅうしゅう,
しゅ/うしょく,就職・修飾,しゅうしょく,
しゅ/うしょくご,修飾語,しゅうしょくご,
しゅ/うしょく\なん,就職難,しゅうしょくなん,
しゅ/うじ,習字,しゅうじ,
しゅ/うせい,修正・習性,しゅうせい,
しゅ/うだん,集団,しゅうだん,
しゅ/うちゃく\えき,終着駅,しゅうちゃくえき,
しゅ/うちゅう,集中,しゅうちゅう,
しゅ/うちゅ\うりょく,集中力,しゅうちゅうりょく,
しゅ/うてん,終点,しゅうてん,
しゅ/うでん,終電,しゅうでん,
しゅ/うとく,習得・修得,しゅうとく,
しゅ/うにゅう,収入,しゅうにゅう,
しゅ\うねん,執念,しゅうねん,
しゅ/うふく,修復,しゅうふく,
しゅ/うへん,周辺,しゅうへん,
しゅ/うまつ,週末,しゅうまつ,
しゅ\うり,修理,しゅうり,
しゅ/うりょう,終了・修了,しゅうりょう,
しゅ/えい,守衛,しゅえい,
しゅ/かんてき,主観的,しゅかんてき,
しゅ/ぎょう,修業・就業,しゅぎょう,
しゅ/くしゃく,縮尺,しゅくしゃく,
しゅ/くしょう,縮小,しゅくしょう,
しゅ/くじつ,祝日,しゅくじつ,
しゅ/くず,縮図,しゅくず,
しゅ/くだい,宿題,しゅくだい,
しゅ/くはく,宿泊,しゅくはく,
しゅ\ご,主語,しゅご,
しゅ/ざい,取材,しゅざい,
しゅ/しょう,首相・主将,しゅしょう,
しゅ/しょく,主食,しゅしょく,
しゅ\じゅつ,手術,しゅじゅつ,
しゅ\じん,主人,しゅじん,
しゅ/じ\んこう,主人公,しゅじんこう,
しゅ/せき,主席・首席,しゅせき,
しゅ\だん,手段,しゅだん,
しゅ/っきん,出勤・出金,しゅっきん,
しゅ/っけつ,出欠・出血,しゅっけつ,
しゅ/っこく,出国,しゅっこく,
しゅ/っさん,出産,しゅっさん,
しゅ/っしん,出身,しゅっしん,
しゅ/っせ,出世,しゅっせ,
しゅ/っせき,出席,しゅっせき,
しゅ/っちょう,出張,しゅっちょう,
しゅ/っぱつ,出発,しゅっぱつ,
しゅ/つえん,出演,しゅつえん,
しゅ/つえ\んしゃ,出演者,しゅつえんしゃ,
しゅ/つげん,出現,しゅつげん,
しゅ/つじょう,出場,しゅつじょう,
しゅ\と,首都,しゅと,
しゅ/とく,取得,しゅとく,
しゅ/と\けん,首都圏,しゅとけん,
しゅ/どう,主導・手動,しゅどう,
しゅ/にん,主任,しゅにん,
しゅ\び,守備,しゅび,
しゅ\ふ,主婦,しゅふ,
しゅ\み,趣味,しゅみ,
しゅ/やく,主役,しゅやく,
しゅ/よう,主要,しゅよう,
しゅ/りゅう,主流,しゅりゅう,
しゅ/りょく,主力,しゅりょく,
しゅ\るい,種類,しゅるい,
しゅ\わ,手話,しゅわ,
しゅ/んかん,瞬間,しゅんかん,
しゅ\んき,春季・春期,しゅんき,
し/ゆ\うち,私有地,しゆうち,
しょ/うおん,消音,しょうおん,
しょ/うか,消化・消火,しょうか,
しょ/うかい,紹介・照会,しょうかい,
しょ/うか\き,消火器,しょうかき,
しょ/うかせん,消火栓,しょうかせん,
しょ/うが,生姜,しょうが,
しょ/うがい,障害・傷害・渉外,しょうがい,
しょ\うがい,生涯,しょうがい,
しょ/うが\いぶつ,障害物,しょうがいぶつ,
しょ/うが\くせい,小学生,しょうがくせい,
しょ/うが\っこう,小学校,しょうがっこう,
しょ/うがつ\,正月,しょうがつ,
しょ/うがつや\すみ,正月休み,しょうがつやすみ,
しょ/うきゃく,焼却・消却,しょうきゃく,
しょ/うきゅう,昇給・昇級,しょうきゅう,
しょ\うきょ,消去,しょうきょ,
しょ/うきん,賞金,しょうきん,
しょ/うぎ,将棋,しょうぎ,
しょ\うぎょう,商業,しょうぎょう,
しょ/うぐん,将軍,しょうぐん,
しょ/うけい,小計・象形,しょうけい,
しょ/うけん,証券,しょうけん,
しょ/うげき,衝撃,しょうげき,
しょ/うこ,証拠,しょうこ,
しょ\うご,正午,しょうご,
しょ/うさい,詳細,しょうさい,
しょ/うさん,称賛・勝算,しょうさん,
しょ/うしつ,消失・焼失,しょうしつ,
しょ\うしゃ,勝者・商社,しょうしゃ,
しょ/うしゅう,消臭・招集,しょうしゅう,
しょ/うしょ,証書,しょうしょ,
しょ\うしょう,少々,しょうしょう,
しょ/うしょく,小食,しょうしょく,
しょ/うしん,昇進・傷心・焼身,しょうしん,
しょ/うじ,障子,しょうじ,
しょ/うじ\き,正直,しょうじき,
しょ/うじゅん,照準,しょうじゅん,
しょ\うじょ,少女,しょうじょ,
しょ/うじょう,賞状,しょうじょう,
しょ/うじょ\う,症状,しょうじょう,
しょ/うす\う,少数,しょうすう,
しょ/うす\うてん,小数点,しょうすうてん,
しょ/うせつ,小説,しょうせつ,
しょ/うせつか,小説家,しょうせつか,
しょ\うたい,招待・正体,しょうたい,
しょ/うた\いじょう,招待状,しょうたいじょう,
しょ/うだく,承諾,しょうだく,
しょ/うだん,商談,しょうだん,
しょ\うち,招致,しょうち,
しょ/うち,承知,しょうち,
しょ/うちゅ\う,焼酎,しょうちゅう,
しょ\うちょう,小腸,しょうちょう,
しょ/うちょう,象徴,しょうちょう,
しょ/うちょうてき,象徴的,しょうちょうてき,
しょ/うにか,小児科,しょうにか,
しょ/うにゅ\うどう,鍾乳洞,しょうにゅうどう,
しょ\うにん,商人,しょうにん,
